File_name,num_point,dimension,cluster,avg_time_ms,avg_iter
dataset_2000_3_5.txt,2000,3,5,4,27
dataset_5000_50_10.txt,5000,50,10,146,95
dataset_10000_20_10.txt,10000,20,10,146,122
dataset_20000_80_15.txt,20000,80,15,544,52
dataset_50000_5_15.txt,50000,5,15,100,69
